GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CONGA Generator,io.wcm.devops.conga.generator.plugins.fileheader,XmlFileHeader,40,109,2,2,8,25,2,5,0,5
CONGA Generator,io.wcm.devops.conga.generator.plugins.fileheader,AbstractFileHeader,52,247,11,15,9,50,11,16,0,14
CONGA Generator,io.wcm.devops.conga.generator.plugins.fileheader,ConfFileHeader,0,18,0,0,0,6,0,6,0,6
CONGA Generator,io.wcm.devops.conga.generator.plugins.urlfile,ClasspathUrlFilePlugin,2,85,2,6,1,20,2,9,0,7
CONGA Generator,io.wcm.devops.conga.generator.plugins.urlfile,HttpUrlFilePlugin,4,33,0,4,1,7,1,7,1,5
CONGA Generator,io.wcm.devops.conga.generator.plugins.urlfile,FilesystemUrlFilePlugin,20,126,1,15,3,27,2,14,1,7
CONGA Generator,io.wcm.devops.conga.generator.util,ConfigInheritanceResolver,0,127,0,12,0,29,0,11,0,5
CONGA Generator,io.wcm.devops.conga.generator.util,ConfigInheritanceResolver.new ConfigurableProcessor() {...},0,13,0,0,0,4,0,2,0,2
CONGA Generator,io.wcm.devops.conga.generator.util,PluginManagerImpl,30,49,0,2,4,8,0,4,0,3
CONGA Generator,io.wcm.devops.conga.generator.util,VariableResolver,15,90,2,14,2,24,2,9,0,3
CONGA Generator,io.wcm.devops.conga.generator.util,VariableObjectTreeResolver.new ConfigurableProcessor() {...},0,26,0,0,0,6,0,2,0,2
CONGA Generator,io.wcm.devops.conga.generator.util,EnvironmentExpander,28,83,3,13,2,20,3,8,0,3
CONGA Generator,io.wcm.devops.conga.generator.util,LineEndingConverter,0,52,0,8,0,12,0,7,0,3
CONGA Generator,io.wcm.devops.conga.generator.util,ObjectCloner,12,7,1,1,1,2,1,1,0,1
CONGA Generator,io.wcm.devops.conga.generator.util,AbstractConfigurableObjectTreeProcessor,18,113,1,19,2,32,1,13,0,4
CONGA Generator,io.wcm.devops.conga.generator.util,VariableMapResolver,26,371,4,54,2,89,4,39,0,14
CONGA Generator,io.wcm.devops.conga.generator.util,RoleUtil,3,421,1,45,1,88,1,30,0,8
CONGA Generator,io.wcm.devops.conga.generator.util,PluginManagerImpl.new CacheLoader() {...},26,37,1,3,2,8,1,3,0,2
CONGA Generator,io.wcm.devops.conga.generator.util,FileUtil,81,48,10,6,15,14,10,8,4,6
CONGA Generator,io.wcm.devops.conga.generator.util,VariableStringResolver,24,368,3,37,2,87,3,28,0,11
CONGA Generator,io.wcm.devops.conga.generator.util,JexlResolver,3,150,1,17,1,36,1,14,0,6
CONGA Generator,io.wcm.devops.conga.generator.util,ValueUtil,0,155,0,26,0,38,0,16,0,3
CONGA Generator,io.wcm.devops.conga.generator.util,ModelExportConfigProcessor,2,152,2,14,1,34,2,12,0,6
CONGA Generator,io.wcm.devops.conga.generator.util,VariableObjectTreeResolver,0,22,0,0,0,6,0,2,0,2
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,EachIfEqualsHelper,0,21,0,2,0,7,0,4,0,3
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,RegexQuoteHelper,0,15,0,2,0,5,0,4,0,3
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,AbstractEachIfHelper,1,126,2,10,0,25,2,11,0,7
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,IfEqualsHelper,0,25,0,6,0,6,0,6,0,3
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,EachIfHelper,0,13,0,2,0,3,0,4,0,3
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,EnsurePropertiesHelper,1,94,1,11,1,19,1,9,0,4
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,IfNotEqualsHelper,0,25,0,6,0,6,0,6,0,3
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.helper,ContainsHelper,2,44,1,9,1,10,1,8,0,4
CONGA Generator,io.wcm.devops.conga.generator.plugins.validator,JsonValidator,0,49,0,0,0,10,0,4,0,4
CONGA Generator,io.wcm.devops.conga.generator.plugins.validator,NoneValidator,2,9,0,0,1,4,1,4,1,4
CONGA Generator,io.wcm.devops.conga.generator.plugins.validator,XmlValidator,7,40,0,0,2,12,0,4,0,4
CONGA Generator,io.wcm.devops.conga.generator.plugins.export,YamlNodeModelExport,28,288,6,18,4,62,6,16,0,10
CONGA Generator,io.wcm.devops.conga.generator.plugins.export,NoneNodeModelExport,1,5,0,0,1,2,1,2,1,2
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.escaping,JsonEscapingStrategy,2,40,1,1,0,6,1,5,0,5
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.escaping,NoneEscapingStrategy,4,10,1,1,1,3,2,3,1,3
CONGA Generator,io.wcm.devops.conga.generator.plugins.handlebars.escaping,XmlEscapingStrategy,2,15,1,1,0,4,1,4,0,4
CONGA Generator,io.wcm.devops.conga.generator.handlebars,HandlebarsKey,17,49,1,1,2,12,2,5,1,5
CONGA Generator,io.wcm.devops.conga.generator.handlebars,HandlebarsManager.new CacheLoader() {...},0,72,0,0,0,10,0,3,0,3
CONGA Generator,io.wcm.devops.conga.generator.handlebars,HandlebarsManager,15,46,0,0,2,10,0,2,0,2
CONGA Generator,io.wcm.devops.conga.generator.handlebars,CharsetAwareTemplateSource,4,28,0,0,1,8,1,3,1,3
CONGA Generator,io.wcm.devops.conga.generator.handlebars,CharsetAwareTemplateLoader,53,41,13,3,14,11,9,2,1,2
CONGA Generator,io.wcm.devops.conga.generator.handlebars,HandlebarsManager.1.new EscapingStrategy() {...},0,18,0,0,0,2,0,2,0,2
CONGA Generator,io.wcm.devops.conga.generator.handlebars,HandlebarsManager.1.new Helper() {...},0,19,0,0,0,2,0,2,0,2
CONGA Generator,io.wcm.devops.conga.generator.spi.export.context,NodeModelExportContext,17,81,0,2,6,28,5,18,5,17
CONGA Generator,io.wcm.devops.conga.generator.spi.export.context,GeneratedFileContext,4,26,0,0,1,8,1,5,1,5
CONGA Generator,io.wcm.devops.conga.generator.spi.export.context,ExportNodeRoleTenantData,0,27,0,0,0,10,0,7,0,7
CONGA Generator,io.wcm.devops.conga.generator.spi.export.context,ExportNodeRoleData,0,43,0,0,0,16,0,11,0,11
